fact_id,dataset_id,record_id,yearbook_year,statistical_year_start,statistical_year_end,institution,topic,dimension_label,metric,metric_path,numeric_value,text_value,value_kind,unit,source_row,source_column,quality_flag
fact_ba6875280c123780df18e2f8,dataset_05ae1de08dd73bce1615e209,record_65d79b77132c85179325f546,2019,2018,2018,人民法院,criminal_cases,渎职罪,缓刑,判决结果/缓刑,714,714,number,件,13,11,auto_extracted
fact_6f14096c6c9a32f7d3afb32b,dataset_05ae1de08dd73bce1615e209,record_65d79b77132c85179325f546,2019,2018,2018,人民法院,criminal_cases,渎职罪,管制,判决结果/管制,2,2,number,件,13,12,auto_extracted
fact_11d3141d4fab2ef8a66f20af,dataset_05ae1de08dd73bce1615e209,record_65d79b77132c85179325f546,2019,2018,2018,人民法院,criminal_cases,渎职罪,罚金,单处附加刑/罚金,2,2,number,件,13,13,auto_extracted
fact_ee5a56a2789790062a66314c,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,生效判 决人数,生效判 决人数,196,196,number,件,14,2,auto_extracted
fact_1bc381fbdc571aea85b6f98b,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,免予 刑事 处罚,判决结果/免予 刑事 处罚,5,5,number,件,14,5,auto_extracted
fact_cd40444223d8be96da8239e5,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,5年 以上 至死 刑,判决结果/5年 以上 至死 刑,110,110,number,件,14,6,auto_extracted
fact_dcfe92b01b2306a18234ab4c,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,超过 3年 不满 5年,判决结果/超过 3年 不满 5年,10,10,number,件,14,7,auto_extracted
fact_c2790ece607ec67448ad468a,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,1年 以上 3年 以下,判决结果/1年 以上 3年 以下,44,44,number,件,14,8,auto_extracted
fact_2463e42a7d2f7641eeb90501,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,不满 1年,判决结果/不满 1年,6,6,number,件,14,9,auto_extracted
fact_ce697c6ba262a36a7812a5ef,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,拘役,判决结果/拘役,6,6,number,件,14,10,auto_extracted
fact_fb7dc70faa8c7aadebe59e16,dataset_05ae1de08dd73bce1615e209,record_cac743334dfd5777e1e966a6,2019,2018,2018,人民法院,criminal_cases,其他,缓刑,判决结果/缓刑,15,15,number,件,14,11,auto_extracted
fact_1f3ae28d77e0e799863c1ae7,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,罪犯人数,罪犯人数,1428772,1428772,number,件,5,2,auto_extracted
fact_8f93659fb7afb4ace92b4c6f,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,不满 18岁,作案时年龄/不满 18岁,34365,34365,number,件,5,3,auto_extracted
fact_7601d9195a1b3e7626bdffd2,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,208910,208910,number,件,5,4,auto_extracted
fact_6532f10f1cdc7eed31ae21dd,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,1141324,1141324,number,件,5,5,auto_extracted
fact_faa235238960058784cc4366,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,60岁 以上,作案时年龄/60岁 以上,44173,44173,number,件,5,6,auto_extracted
fact_7fa3fe026cb9288b8d11cda0,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,女性罪犯,女性罪犯,140772,140772,number,件,5,7,auto_extracted
fact_7d2b4ec03365bc9d8012cb36,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,不满 18岁,作案时年龄/不满 18岁,2189,2189,number,件,5,8,auto_extracted
fact_c151797e666f232b33d143c2,dataset_584ba80f9178cd5c10d3142b,record_69e5628d3c35ce9827fab665,2019,2018,2018,其他,other,合 计,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,17127,17127,number,件,5,9,auto_extracted
fact_ebbe218a04f4942a46895b93,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,罪犯人数,罪犯人数,333536,333536,number,件,6,2,auto_extracted
fact_82fae9b95a651bac58887857,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,不满 18岁,作案时年龄/不满 18岁,1620,1620,number,件,6,3,auto_extracted
fact_3220039328478da0f291a463,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,27480,27480,number,件,6,4,auto_extracted
fact_119b50ed8770b995c0880063,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,293393,293393,number,件,6,5,auto_extracted
fact_73d71188d518ea6602159f01,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,60岁 以上,作案时年龄/60岁 以上,11043,11043,number,件,6,6,auto_extracted
fact_d99ac253cdbfc37b361f2945,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,女性罪犯,女性罪犯,14882,14882,number,件,6,7,auto_extracted
fact_e4fd34cb75e97e48dc3c03d0,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,不满 18岁,作案时年龄/不满 18岁,213,213,number,件,6,8,auto_extracted
fact_5daf452a38bdb31c1db4267f,dataset_584ba80f9178cd5c10d3142b,record_7ba57bfe6fcd55fd60dce4a8,2019,2018,2018,其他,other,危害公共安全罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,1692,1692,number,件,6,9,auto_extracted
fact_e035c674e64f8ca62f4f3609,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,罪犯人数,罪犯人数,113463,113463,number,件,7,2,auto_extracted
fact_5e24ec9bab7c0da88c3d99cf,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,不满 18岁,作案时年龄/不满 18岁,211,211,number,件,7,3,auto_extracted
fact_91fed245d2a33e7695d25d73,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,8852,8852,number,件,7,4,auto_extracted
fact_5bf4d30ea68134767bb1ca58,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,100906,100906,number,件,7,5,auto_extracted
fact_ac2b5f4549fefe0276349c6e,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,60岁 以上,作案时年龄/60岁 以上,3494,3494,number,件,7,6,auto_extracted
fact_d947d1fdbc5bec2c2e4b28b1,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,女性罪犯,女性罪犯,22368,22368,number,件,7,7,auto_extracted
fact_b83c010e8db95ac7fec2af30,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,不满 18岁,作案时年龄/不满 18岁,32,32,number,件,7,8,auto_extracted
fact_9eea7243e9028c82f993b68b,dataset_584ba80f9178cd5c10d3142b,record_e4fd46b389535c4b08940f2d,2019,2018,2018,其他,other,破坏社会主义市 场经济秩序罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,1814,1814,number,件,7,9,auto_extracted
fact_03b6daf35b267f5c2d704d35,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,罪犯人数,罪犯人数,183352,183352,number,件,8,2,auto_extracted
fact_d2770a5a9de7e1b6b467389d,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,不满 18岁,作案时年龄/不满 18岁,6957,6957,number,件,8,3,auto_extracted
fact_52f844b6e1afe5b7f25803e5,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,33239,33239,number,件,8,4,auto_extracted
fact_5ec94bb5def0e03523182a69,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,135793,135793,number,件,8,5,auto_extracted
fact_a73e4efad68c001d5356ab64,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,60岁 以上,作案时年龄/60岁 以上,7363,7363,number,件,8,6,auto_extracted
fact_dc55c2abe60171cd0bd62f65,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,女性罪犯,女性罪犯,11889,11889,number,件,8,7,auto_extracted
fact_35846e3d945da6d658f1dc32,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,不满 18岁,作案时年龄/不满 18岁,373,373,number,件,8,8,auto_extracted
fact_75fd95cd1ada2c1813d6cd8d,dataset_584ba80f9178cd5c10d3142b,record_eb9830fe157ff8b668f01d03,2019,2018,2018,其他,other,侵犯公民人身权 利民主权利罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,1561,1561,number,件,8,9,auto_extracted
fact_1fe656c4a320e9e77050d5aa,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,罪犯人数,罪犯人数,374195,374195,number,件,9,2,auto_extracted
fact_a5ad482348ed0ceda7567b0b,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,不满 18岁,作案时年龄/不满 18岁,15063,15063,number,件,9,3,auto_extracted
fact_25f4e2bb77f8859539f45a98,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,76654,76654,number,件,9,4,auto_extracted
fact_16174792bebc29dfb14415f7,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,274301,274301,number,件,9,5,auto_extracted
fact_815a00f52cf8aed1a4c65da6,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,60岁 以上,作案时年龄/60岁 以上,8177,8177,number,件,9,6,auto_extracted
fact_670b359c971d767a3e102af2,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,女性罪犯,女性罪犯,35285,35285,number,件,9,7,auto_extracted
fact_f33dffe703e221aabcc4455d,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,不满 18岁,作案时年龄/不满 18岁,847,847,number,件,9,8,auto_extracted
fact_20169f9db9785b20802940d6,dataset_584ba80f9178cd5c10d3142b,record_69422267a19dbb70db4e9037,2019,2018,2018,其他,other,侵犯财产罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,7058,7058,number,件,9,9,auto_extracted
fact_d31a331ab0621c16aa117ab8,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,罪犯人数,罪犯人数,398093,398093,number,件,10,2,auto_extracted
fact_d1e8d16c9cd037a1577eff98,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,不满 18岁,作案时年龄/不满 18岁,10509,10509,number,件,10,3,auto_extracted
fact_98e805d87bdb80206665400a,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,62327,62327,number,件,10,4,auto_extracted
fact_c160382eafa124347cbd6761,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,312554,312554,number,件,10,5,auto_extracted
fact_dc8fe38906aec8bfeb9c2d66,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,60岁 以上,作案时年龄/60岁 以上,12703,12703,number,件,10,6,auto_extracted
fact_d747b069f4ade9c8ff5d3608,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,女性罪犯,女性罪犯,53319,53319,number,件,10,7,auto_extracted
fact_17d090d838ba2b971920cbdc,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,不满 18岁,作案时年龄/不满 18岁,723,723,number,件,10,8,auto_extracted
fact_5bb7e75d0115a011e833e74a,dataset_584ba80f9178cd5c10d3142b,record_b0a7b020b55840adaae6def0,2019,2018,2018,其他,other,妨害社会管理秩 序罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,4946,4946,number,件,10,9,auto_extracted
fact_4a114e4a1842768a436458d1,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,罪犯人数,罪犯人数,1317,1317,number,件,11,2,auto_extracted
fact_755c167aba5befd7b85e8aa4,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,不满 18岁,作案时年龄/不满 18岁,1,1,number,件,11,3,auto_extracted
fact_18b980d8624d5cd5e029dd7a,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,81,81,number,件,11,4,auto_extracted
fact_adf0c474695260240ad1f7a4,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,1185,1185,number,件,11,5,auto_extracted
fact_62ec086294178c7231e96e5e,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,60岁 以上,作案时年龄/60岁 以上,50,50,number,件,11,6,auto_extracted
fact_aec0f938540e53d214424e53,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,女性罪犯,女性罪犯,123,123,number,件,11,7,auto_extracted
fact_814ea5fa4a08beeb83ccdcd7,dataset_584ba80f9178cd5c10d3142b,record_29abc2b6f5ad7ba65a658f29,2019,2018,2018,其他,other,危害国防利益罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,4,4,number,件,11,9,auto_extracted
fact_80841f317047f90d1b5c06c4,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,罪犯人数,罪犯人数,20678,20678,number,件,12,2,auto_extracted
fact_c32ab5c43ac5e231b299fb90,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,不满 18岁,作案时年龄/不满 18岁,2,2,number,件,12,3,auto_extracted
fact_8057fa3ddce462845bac1e57,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,190,190,number,件,12,4,auto_extracted
fact_afa10598d381096f526830a2,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,19283,19283,number,件,12,5,auto_extracted
fact_19607b890a5e80eb48817536,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,60岁 以上,作案时年龄/60岁 以上,1203,1203,number,件,12,6,auto_extracted
fact_1f196819ba0003061f6400db,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,女性罪犯,女性罪犯,2461,2461,number,件,12,7,auto_extracted
fact_beceb6bab3a6f55db7119849,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,不满 18岁,作案时年龄/不满 18岁,1,1,number,件,12,8,auto_extracted
fact_55624c3a62b632156121c191,dataset_584ba80f9178cd5c10d3142b,record_73297faf83123f451fb41d5d,2019,2018,2018,其他,other,贪污贿赂罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,45,45,number,件,12,9,auto_extracted
fact_be6889d13276037915aa5a02,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,罪犯人数,罪犯人数,3942,3942,number,件,13,2,auto_extracted
fact_dc74f61e5fe72d127af9a6ec,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,不满 18岁,作案时年龄/不满 18岁,1,1,number,件,13,3,auto_extracted
fact_1d5beceff01e9a1098b8aa49,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,57,57,number,件,13,4,auto_extracted
fact_f4eb8bf1554152d0bd5c5994,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,3748,3748,number,件,13,5,auto_extracted
fact_29994228c7f05a9550c9d6f0,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,60岁 以上,作案时年龄/60岁 以上,136,136,number,件,13,6,auto_extracted
fact_ba949f7b14d44d05e4cf53e7,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,女性罪犯,女性罪犯,412,412,number,件,13,7,auto_extracted
fact_4c2a7eb0be62bbed0c9940e1,dataset_584ba80f9178cd5c10d3142b,record_122b6cfdbf6a931425a56fca,2019,2018,2018,其他,other,渎职罪,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,5,5,number,件,13,9,auto_extracted
fact_4659d8380d212d71618fc32f,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,罪犯人数,罪犯人数,196,196,number,件,14,2,auto_extracted
fact_45ab556b9fcf0381e10676da,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,不满 18岁,作案时年龄/不满 18岁,1,1,number,件,14,3,auto_extracted
fact_f374e4542fb2a0c27b366a66,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,30,30,number,件,14,4,auto_extracted
fact_8490e6532453284e0c15ffa5,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,25岁以上 不满60岁,作案时年龄/25岁以上 不满60岁,161,161,number,件,14,5,auto_extracted
fact_b3401cf4c9a9255ed7c30235,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,60岁 以上,作案时年龄/60岁 以上,4,4,number,件,14,6,auto_extracted
fact_6e8d1ef87ad144b2afaec0d4,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,女性罪犯,女性罪犯,33,33,number,件,14,7,auto_extracted
fact_fc555db478f2748e3c2a4af6,dataset_584ba80f9178cd5c10d3142b,record_89be8b28833dd8958a7b2a7f,2019,2018,2018,其他,other,其他,18岁以上 不满25岁,作案时年龄/18岁以上 不满25岁,2,2,number,件,14,9,auto_extracted
fact_04d1d8fbc9b9687071f25e69,dataset_06d9274ff697c7f580108eab,record_150b743e99bec6119a3abf0f,2019,2018,2018,人民检察院,procuratorate,合 计,件,批捕、决定逮捕/件,714896,714896,number,,4,2,auto_extracted
fact_9091324e0f75c3ab0cffe197,dataset_06d9274ff697c7f580108eab,record_150b743e99bec6119a3abf0f,2019,2018,2018,人民检察院,procuratorate,合 计,人,批捕、决定逮捕/人,1056616,1056616,number,,4,3,auto_extracted
fact_a129d6d19cfc8c4df9cfaa13,dataset_06d9274ff697c7f580108eab,record_150b743e99bec6119a3abf0f,2019,2018,2018,人民检察院,procuratorate,合 计,件,提起公诉/件,1189480,1189480,number,,4,4,auto_extracted
fact_6914a95240f27006500d92fc,dataset_06d9274ff697c7f580108eab,record_150b743e99bec6119a3abf0f,2019,2018,2018,人民检察院,procuratorate,合 计,人,提起公诉/人,1692846,1692846,number,,4,5,auto_extracted
fact_5ad9301d94b7f33be7f7764e,dataset_06d9274ff697c7f580108eab,record_4d54701fd0061c175cac081d,2019,2018,2018,人民检察院,procuratorate,危害公共安全案,件,批捕、决定逮捕/件,62044,62044,number,,5,2,auto_extracted
fact_132245a4bef2fec6e2911eeb,dataset_06d9274ff697c7f580108eab,record_4d54701fd0061c175cac081d,2019,2018,2018,人民检察院,procuratorate,危害公共安全案,人,批捕、决定逮捕/人,93997,93997,number,,5,3,auto_extracted
fact_179e76b2663e465b5b679efd,dataset_06d9274ff697c7f580108eab,record_4d54701fd0061c175cac081d,2019,2018,2018,人民检察院,procuratorate,危害公共安全案,件,提起公诉/件,363833,363833,number,,5,4,auto_extracted
fact_d38af561299c30d5a42f19be,dataset_06d9274ff697c7f580108eab,record_4d54701fd0061c175cac081d,2019,2018,2018,人民检察院,procuratorate,危害公共安全案,人,提起公诉/人,401108,401108,number,,5,5,auto_extracted
fact_444c3b5c11ce2d7a0765cbac,dataset_06d9274ff697c7f580108eab,record_841040a38244b52bb4355b7d,2019,2018,2018,人民检察院,procuratorate,破坏社会主义市场经济秩序案,件,批捕、决定逮捕/件,45738,45738,number,,6,2,auto_extracted
fact_f45833246c66b6b726e3993b,dataset_06d9274ff697c7f580108eab,record_841040a38244b52bb4355b7d,2019,2018,2018,人民检察院,procuratorate,破坏社会主义市场经济秩序案,人,批捕、决定逮捕/人,74231,74231,number,,6,3,auto_extracted
fact_0f7c212d017e1f44617b399f,dataset_06d9274ff697c7f580108eab,record_841040a38244b52bb4355b7d,2019,2018,2018,人民检察院,procuratorate,破坏社会主义市场经济秩序案,件,提起公诉/件,60454,60454,number,,6,4,auto_extracted
fact_ce8db5d77f01dbef75173c67,dataset_06d9274ff697c7f580108eab,record_841040a38244b52bb4355b7d,2019,2018,2018,人民检察院,procuratorate,破坏社会主义市场经济秩序案,人,提起公诉/人,113285,113285,number,,6,5,auto_extracted
fact_64c63f39b75b003cf1447be0,dataset_06d9274ff697c7f580108eab,record_c41c3f758fd77db253a61584,2019,2018,2018,人民检察院,procuratorate,侵犯公民人身、民主权利案,件,批捕、决定逮捕/件,116385,116385,number,,7,2,auto_extracted
fact_6f3f520194b85a390bf77755,dataset_06d9274ff697c7f580108eab,record_c41c3f758fd77db253a61584,2019,2018,2018,人民检察院,procuratorate,侵犯公民人身、民主权利案,人,批捕、决定逮捕/人,157004,157004,number,,7,3,auto_extracted
fact_cd3a14666b3b6772433e6ccc,dataset_06d9274ff697c7f580108eab,record_c41c3f758fd77db253a61584,2019,2018,2018,人民检察院,procuratorate,侵犯公民人身、民主权利案,件,提起公诉/件,161740,161740,number,,7,4,auto_extracted
fact_7052723efadc2e61944182fd,dataset_06d9274ff697c7f580108eab,record_c41c3f758fd77db253a61584,2019,2018,2018,人民检察院,procuratorate,侵犯公民人身、民主权利案,人,提起公诉/人,223648,223648,number,,7,5,auto_extracted
fact_4163e280f95c0f755de51cac,dataset_06d9274ff697c7f580108eab,record_9a1625c2b16158aece2d8676,2019,2018,2018,人民检察院,procuratorate,侵犯财产案,件,批捕、决定逮捕/件,249595,249595,number,,8,2,auto_extracted
fact_b04780fc3dfe7061c6b5b297,dataset_06d9274ff697c7f580108eab,record_9a1625c2b16158aece2d8676,2019,2018,2018,人民检察院,procuratorate,侵犯财产案,人,批捕、决定逮捕/人,335402,335402,number,,8,3,auto_extracted
fact_0685e0ec29a29a10bd339051,dataset_06d9274ff697c7f580108eab,record_9a1625c2b16158aece2d8676,2019,2018,2018,人民检察院,procuratorate,侵犯财产案,件,提起公诉/件,305889,305889,number,,8,4,auto_extracted
fact_9511658459030fe1b9bfec86,dataset_06d9274ff697c7f580108eab,record_9a1625c2b16158aece2d8676,2019,2018,2018,人民检察院,procuratorate,侵犯财产案,人,提起公诉/人,424775,424775,number,,8,5,auto_extracted
fact_1a5a0c181532692a35dd9321,dataset_06d9274ff697c7f580108eab,record_5de8afdd328c395988fc01b1,2019,2018,2018,人民检察院,procuratorate,妨害社会管理秩序案,件,批捕、决定逮捕/件,235745,235745,number,,9,2,auto_extracted
fact_cdf05561eb47d65900c40422,dataset_06d9274ff697c7f580108eab,record_5de8afdd328c395988fc01b1,2019,2018,2018,人民检察院,procuratorate,妨害社会管理秩序案,人,批捕、决定逮捕/人,389681,389681,number,,9,3,auto_extracted
fact_afec1a6bd5349831492fe7b5,dataset_06d9274ff697c7f580108eab,record_5de8afdd328c395988fc01b1,2019,2018,2018,人民检察院,procuratorate,妨害社会管理秩序案,件,提起公诉/件,282174,282174,number,,9,4,auto_extracted
