fact_id,dataset_id,record_id,yearbook_year,statistical_year_start,statistical_year_end,institution,topic,dimension_label,metric,metric_path,numeric_value,text_value,value_kind,unit,source_row,source_column,quality_flag
fact_a2b9ce4307bf8d5cd09a9d71,dataset_9843d44d4727d73004fc1154,record_2c057e6e9ae9c223cb48971f,2020,2019,2019,其他,other,17市辖区 17县级市 66 县 29自治县,合计,乡 级/合计,1407,1407,number,,41,7,auto_extracted;year_inferred
fact_92d305a92e3b41a65dad4d1d,dataset_9843d44d4727d73004fc1154,record_2c057e6e9ae9c223cb48971f,2020,2019,2019,其他,other,679镇 400乡 140民族乡 188街道,人口 (万人),人口 (万人),4769,4769,number,万人,41,9,auto_extracted;year_inferred
fact_e91e669fa82d16e109a33f70,dataset_9843d44d4727d73004fc1154,record_1120fc965f221596ca370118,2020,2019,2019,其他,other,西藏自治区,合计,地 级/合计,7,7,number,,42,3,auto_extracted;year_inferred
fact_9638d6b48d29505bc6ed6f5e,dataset_9843d44d4727d73004fc1154,record_1120fc965f221596ca370118,2020,2019,2019,其他,other,6地级市 1地 区,合计,县级/合计,74,74,number,,42,5,auto_extracted;year_inferred
fact_3ff3ed24d18ed982568e4db7,dataset_9843d44d4727d73004fc1154,record_1120fc965f221596ca370118,2020,2019,2019,其他,other,8市辖区 66 县,合计,乡 级/合计,697,697,number,,42,7,auto_extracted;year_inferred
fact_1ff77685b024b85d53ac8af8,dataset_9843d44d4727d73004fc1154,record_1120fc965f221596ca370118,2020,2019,2019,其他,other,142镇 525乡 9民族乡 21街道,人口 (万人),人口 (万人),332,332,number,万人,42,9,auto_extracted;year_inferred
fact_cb11fbb6c2bff40b41da63d4,dataset_9843d44d4727d73004fc1154,record_70038c5a4ddf14dec5fd9805,2020,2019,2019,其他,other,陕 西 省,合计,地 级/合计,10,10,number,,48,3,auto_extracted;year_inferred
fact_574d8c10e4bee859a25ca981,dataset_9843d44d4727d73004fc1154,record_70038c5a4ddf14dec5fd9805,2020,2019,2019,其他,other,10地级市,合计,县级/合计,107,107,number,,48,5,auto_extracted;year_inferred
fact_44bb70af48f90d4299abae7e,dataset_9843d44d4727d73004fc1154,record_70038c5a4ddf14dec5fd9805,2020,2019,2019,其他,other,30市辖区 6县级市 71 县,合计,乡 级/合计,1312,1312,number,,48,7,auto_extracted;year_inferred
fact_d2fe41cc2d47c6e398dfa5bc,dataset_9843d44d4727d73004fc1154,record_70038c5a4ddf14dec5fd9805,2020,2019,2019,其他,other,975镇 21乡 316街道,人口 (万人),人口 (万人),4023,4023,number,万人,48,9,auto_extracted;year_inferred
fact_e48d87f2cb3e66a9d6499198,dataset_9843d44d4727d73004fc1154,record_dfd4225e2518e093e53b86de,2020,2019,2019,其他,other,甘肃省,合计,地 级/合计,14,14,number,,49,3,auto_extracted;year_inferred
fact_56845052d495d688c38c45ae,dataset_9843d44d4727d73004fc1154,record_dfd4225e2518e093e53b86de,2020,2019,2019,其他,other,12地级市 2自治州,合计,县级/合计,86,86,number,,49,5,auto_extracted;year_inferred
fact_5a92c5e8a23ca9fac7487313,dataset_9843d44d4727d73004fc1154,record_dfd4225e2518e093e53b86de,2020,2019,2019,其他,other,17市辖区 5县级市 57 县 7自治县,合计,乡 级/合计,1357,1357,number,,49,7,auto_extracted;year_inferred
fact_e4470aa716323eca78e4f0f1,dataset_9843d44d4727d73004fc1154,record_dfd4225e2518e093e53b86de,2020,2019,2019,其他,other,892 镇 305乡 32民族乡 128街道,人口 (万人),人口 (万人),2783,2783,number,万人,49,9,auto_extracted;year_inferred
fact_f401cb2bba7233aff7a32c6f,dataset_9843d44d4727d73004fc1154,record_ea515a08e68e7d23beddc2d1,2020,2019,2019,其他,other,青 海 省,合计,地 级/合计,8,8,number,,50,3,auto_extracted;year_inferred
fact_8f44e2a5b2a6c87f1d762bb3,dataset_9843d44d4727d73004fc1154,record_ea515a08e68e7d23beddc2d1,2020,2019,2019,其他,other,2地级市 6自治州,合计,县级/合计,44,44,number,,50,5,auto_extracted;year_inferred
fact_0252bfa7844f820ee1ad99f2,dataset_9843d44d4727d73004fc1154,record_ea515a08e68e7d23beddc2d1,2020,2019,2019,其他,other,7市辖区 4县级市 26 县 7自治县,合计,乡 级/合计,403,403,number,,50,7,auto_extracted;year_inferred
fact_31a845ccb829720c3ac439fe,dataset_9843d44d4727d73004fc1154,record_ea515a08e68e7d23beddc2d1,2020,2019,2019,其他,other,144镇 194乡 28民族乡 37街道,人口 (万人),人口 (万人),587,587,number,万人,50,9,auto_extracted;year_inferred
fact_3e51a4b4c3be654304e4969e,dataset_9843d44d4727d73004fc1154,record_b2784c77cd48efd4985ac048,2020,2019,2019,其他,other,宁夏回族自治区,合计,地 级/合计,5,5,number,,51,3,auto_extracted;year_inferred
fact_79ae02fd01775748199e83da,dataset_9843d44d4727d73004fc1154,record_b2784c77cd48efd4985ac048,2020,2019,2019,其他,other,5地级市,合计,县级/合计,22,22,number,,51,5,auto_extracted;year_inferred
fact_3b59b2d40cfb2793325984bd,dataset_9843d44d4727d73004fc1154,record_b2784c77cd48efd4985ac048,2020,2019,2019,其他,other,9市辖区 2县级市 11 县,合计,乡 级/合计,240,240,number,,51,7,auto_extracted;year_inferred
fact_6f07c0384191b056bd6227ba,dataset_9843d44d4727d73004fc1154,record_b2784c77cd48efd4985ac048,2020,2019,2019,其他,other,103镇 90乡 47街道,人口 (万人),人口 (万人),684,684,number,万人,51,9,auto_extracted;year_inferred
fact_71088014a789570df8ee5620,dataset_9843d44d4727d73004fc1154,record_ecc66b1059e5476052dc9c0c,2020,2019,2019,其他,other,新疆维吾尔自治区,合计,地 级/合计,14,14,number,,52,3,auto_extracted;year_inferred
fact_8d22e74b3313d727b8124a1b,dataset_9843d44d4727d73004fc1154,record_ecc66b1059e5476052dc9c0c,2020,2019,2019,其他,other,4地级市 5地 区 5自治州,合计,县级/合计,106,106,number,,52,5,auto_extracted;year_inferred
fact_d58eeb1ed4b5e857d05b654f,dataset_9843d44d4727d73004fc1154,record_ecc66b1059e5476052dc9c0c,2020,2019,2019,其他,other,13市辖区 26县级市 61 县 6自治县,合计,乡 级/合计,1103,1103,number,,52,7,auto_extracted;year_inferred
fact_a6eb807665bee646e33c7ec9,dataset_9843d44d4727d73004fc1154,record_ecc66b1059e5476052dc9c0c,2020,2019,2019,其他,other,1区公所 413镇 447乡 42民族乡 200街道,人口 (万人),人口 (万人),2283,2283,number,万人,52,9,auto_extracted;year_inferred
fact_fabdd188868388811f48ff35,dataset_9843d44d4727d73004fc1154,record_4251a6698c0fffdb22d4e3b1,2020,2019,2019,其他,other,香港特别行政区,人口 (万人),人口 (万人),718.8,718.8,number,万人,53,9,auto_extracted;year_inferred
fact_c28f55a5c6495823d30347e3,dataset_9843d44d4727d73004fc1154,record_4251a6698c0fffdb22d4e3b1,2020,2019,2019,其他,other,香港特别行政区,面积 (万平方千米),面积 (万平方千米),0.1104,0.110 4,number,万平方千米,53,10,auto_extracted;year_inferred
fact_783c27606ca080aa1b892f3b,dataset_9843d44d4727d73004fc1154,record_049ea965795710a248f64ce2,2020,2019,2019,其他,other,澳门特别行政区,人口 (万人),人口 (万人),59.2,59.2,number,万人,54,9,auto_extracted;year_inferred
fact_81888236cdd6c4e7611cabe9,dataset_9843d44d4727d73004fc1154,record_049ea965795710a248f64ce2,2020,2019,2019,其他,other,澳门特别行政区,面积 (万平方千米),面积 (万平方千米),0.0029,0.002 9,number,万平方千米,54,10,auto_extracted;year_inferred
fact_500b723ac16df16273c25837,dataset_4dd929d4d2f38d9ba5639ae3,record_a8c2f1e6f9a99ca0efff165c,2020,2019,2019,人民检察院,procuratorate,合 计,机构 数,机构 数,3612,3612,number,个,6,4,auto_extracted;year_inferred
fact_5f77bcd79f2789af4087affc,dataset_4dd929d4d2f38d9ba5639ae3,record_c04b2504397569d377890a94,2020,2019,2019,人民检察院,procuratorate,最高人民检察院,机构 数,机构 数,1,1,number,个,7,4,auto_extracted;year_inferred
fact_5becb0a64cee272aa2eb0f9b,dataset_4dd929d4d2f38d9ba5639ae3,record_c9ac33f425c1ff41da01c092,2020,2019,2019,人民检察院,procuratorate,省级检察院,机构 数,机构 数,33,33,number,个,8,4,auto_extracted;year_inferred
fact_b7a67bcd8f5c4d6e2bfd9c6c,dataset_4dd929d4d2f38d9ba5639ae3,record_86fae9974db9480c70c1fc85,2020,2019,2019,人民检察院,procuratorate,小计,机构 数,机构 数,398,398,number,个,9,4,auto_extracted;year_inferred
fact_6f2cdcf82382a3b6cb7ef55e,dataset_4dd929d4d2f38d9ba5639ae3,record_16aeed72cbc69c1d1c121e67,2020,2019,2019,人民检察院,procuratorate,地方分、盟检察院,机构 数,机构 数,33,33,number,个,10,4,auto_extracted;year_inferred
fact_55c54a20d3fb703c5fd7006e,dataset_4dd929d4d2f38d9ba5639ae3,record_b7f7c1b7418da6ade45bf286,2020,2019,2019,人民检察院,procuratorate,自治州检察院,机构 数,机构 数,30,30,number,个,11,4,auto_extracted;year_inferred
fact_3495ad9c40eb845995d9214e,dataset_4dd929d4d2f38d9ba5639ae3,record_4a0901a6a22d41f55fd86084,2020,2019,2019,人民检察院,procuratorate,地级市检察院,机构 数,机构 数,288,288,number,个,12,4,auto_extracted;year_inferred
fact_781d745f495c38537a29d39b,dataset_4dd929d4d2f38d9ba5639ae3,record_5758e4a7ce059c0741ce5e9b,2020,2019,2019,人民检察院,procuratorate,军事检察分院,机构 数,机构 数,7,7,number,个,13,4,auto_extracted;year_inferred
fact_f5988f5f83c10705bb90e025,dataset_4dd929d4d2f38d9ba5639ae3,record_4c93759ffc0227f0ead2fe98,2020,2019,2019,人民检察院,procuratorate,分计,机构 数,机构 数,40,40,number,个,14,4,auto_extracted;year_inferred
fact_4661d40b6a0b968a2c322f41,dataset_4dd929d4d2f38d9ba5639ae3,record_787ee1776012803ba492640f,2020,2019,2019,人民检察院,procuratorate,铁路运输检察分院,机构 数,机构 数,16,16,number,个,15,4,auto_extracted;year_inferred
fact_570360a3458518a7ac707dcd,dataset_4dd929d4d2f38d9ba5639ae3,record_18e76ca06f0bd8a3a969e198,2020,2019,2019,人民检察院,procuratorate,农垦检察分院,机构 数,机构 数,14,14,number,个,16,4,auto_extracted;year_inferred
fact_5cac2ec7b01c6eb57bc60fa8,dataset_4dd929d4d2f38d9ba5639ae3,record_16dd65f5a90948d275892c71,2020,2019,2019,人民检察院,procuratorate,林业检察分院,机构 数,机构 数,4,4,number,个,17,4,auto_extracted;year_inferred
fact_85e49791a23cfd67f8bf51e2,dataset_4dd929d4d2f38d9ba5639ae3,record_711125200c83d2670fb9908a,2020,2019,2019,人民检察院,procuratorate,监狱检察分院,机构 数,机构 数,2,2,number,个,18,4,auto_extracted;year_inferred
fact_277f5fc4637bfcff01e78ea3,dataset_4dd929d4d2f38d9ba5639ae3,record_8e3934d232da5b8afd63a8fb,2020,2019,2019,人民检察院,procuratorate,油田检察分院,机构 数,机构 数,1,1,number,个,19,4,auto_extracted;year_inferred
fact_4ef61cfb037a2e49580fb540,dataset_4dd929d4d2f38d9ba5639ae3,record_7e21998e7999906d10ead741,2020,2019,2019,人民检察院,procuratorate,其他派出检察分院,机构 数,机构 数,3,3,number,个,20,4,auto_extracted;year_inferred
fact_b5e676f1b9abc05ddb0de344,dataset_4dd929d4d2f38d9ba5639ae3,record_1bc3177d1313b8ea2e773601,2020,2019,2019,人民检察院,procuratorate,小计,机构 数,机构 数,3180,3180,number,个,21,4,auto_extracted;year_inferred
fact_220324666811d6619fa3bfb0,dataset_4dd929d4d2f38d9ba5639ae3,record_f68b3c88a1336f400a5c9937,2020,2019,2019,人民检察院,procuratorate,县、旗检察院,机构 数,机构 数,1420,1420,number,个,22,4,auto_extracted;year_inferred
fact_1e2f578d496b326807678794,dataset_4dd929d4d2f38d9ba5639ae3,record_5aee8cf0fe2c41311cde8fc9,2020,2019,2019,人民检察院,procuratorate,县级市检察院,机构 数,机构 数,351,351,number,个,23,4,auto_extracted;year_inferred
fact_c3af0c36ff14e9bd6ece4652,dataset_4dd929d4d2f38d9ba5639ae3,record_57e6a2599fb863f1cb08c7e7,2020,2019,2019,人民检察院,procuratorate,市辖区检察院,机构 数,机构 数,963,963,number,个,24,4,auto_extracted;year_inferred
fact_f3a936ec099e53246ce696d3,dataset_4dd929d4d2f38d9ba5639ae3,record_b43d0c9da85483259022f022,2020,2019,2019,人民检察院,procuratorate,自治县、旗检察院,机构 数,机构 数,106,106,number,个,25,4,auto_extracted;year_inferred
fact_a54ca76111332ffb00f5caca,dataset_4dd929d4d2f38d9ba5639ae3,record_e805aad9bf37afb85908d242,2020,2019,2019,人民检察院,procuratorate,基层军事检察院,机构 数,机构 数,26,26,number,个,26,4,auto_extracted;year_inferred
fact_2d529a69e739a6cb45c32a66,dataset_4dd929d4d2f38d9ba5639ae3,record_fee46fee58f689a8fe7ed86f,2020,2019,2019,人民检察院,procuratorate,分计,机构 数,机构 数,314,314,number,个,27,4,auto_extracted;year_inferred
fact_251860fc44f086e0d10c19f7,dataset_4dd929d4d2f38d9ba5639ae3,record_5a8f23eca5ac9ebca0c77dde,2020,2019,2019,人民检察院,procuratorate,基层铁路运输检察院,机构 数,机构 数,59,59,number,个,28,4,auto_extracted;year_inferred
fact_aa0a54f6f08b60da93b4f815,dataset_4dd929d4d2f38d9ba5639ae3,record_62f292222e989f4c14ff6e4b,2020,2019,2019,人民检察院,procuratorate,基层农垦检察院,机构 数,机构 数,37,37,number,个,29,4,auto_extracted;year_inferred
fact_564ad40631f55470d7d3395f,dataset_4dd929d4d2f38d9ba5639ae3,record_8437f93cee2aabc84b080d1c,2020,2019,2019,人民检察院,procuratorate,基层林业检察院,机构 数,机构 数,28,28,number,个,30,4,auto_extracted;year_inferred
fact_d70d519039aa70353ed15433,dataset_4dd929d4d2f38d9ba5639ae3,record_444cd1ceac8377680795986d,2020,2019,2019,人民检察院,procuratorate,基层监狱检察院,机构 数,机构 数,89,89,number,个,31,4,auto_extracted;year_inferred
fact_af32cb9efc0db95922e7b56f,dataset_4dd929d4d2f38d9ba5639ae3,record_05bc318ff04317dda54ba1b0,2020,2019,2019,人民检察院,procuratorate,基层工矿检察院,机构 数,机构 数,4,4,number,个,32,4,auto_extracted;year_inferred
fact_21c91855adf00326d460c1cd,dataset_4dd929d4d2f38d9ba5639ae3,record_4aa3c535e73903d221f44f43,2020,2019,2019,人民检察院,procuratorate,基层油田检察院,机构 数,机构 数,1,1,number,个,33,4,auto_extracted;year_inferred
fact_78b7ea2431fc70af30ee6334,dataset_4dd929d4d2f38d9ba5639ae3,record_aa75a525ad7921a71bc892b3,2020,2019,2019,人民检察院,procuratorate,基层开发区检察院,机构 数,机构 数,81,81,number,个,34,4,auto_extracted;year_inferred
fact_3acc4d63f2d5dcdb5bb477e5,dataset_4dd929d4d2f38d9ba5639ae3,record_f46bc588d9b4f0633c2ccafc,2020,2019,2019,人民检察院,procuratorate,其他派出基层检察院,机构 数,机构 数,15,15,number,个,35,4,auto_extracted;year_inferred
fact_ce2d72377770002fbcb18e4b,dataset_0aaf9ae653f5a15190a389b9,record_0b55deea0468dd5338c7695b,2020,2019,2019,行政复议机关,administrative_reconsideration,广东,数量,数量,31392,31392,number,,3,2,auto_extracted;year_inferred
fact_194413260a5416d83742e9c9,dataset_0aaf9ae653f5a15190a389b9,record_0b55deea0468dd5338c7695b,2020,2019,2019,行政复议机关,administrative_reconsideration,河北,数量,数量,7040,7040,number,,3,4,auto_extracted;year_inferred
fact_c03f76d42e4e6ab0838905c0,dataset_0aaf9ae653f5a15190a389b9,record_0b55deea0468dd5338c7695b,2020,2019,2019,行政复议机关,administrative_reconsideration,黑龙江,数量,数量,3868,3868,number,,3,6,auto_extracted;year_inferred
fact_ad6685f0e2b02ba07d1fc357,dataset_0aaf9ae653f5a15190a389b9,record_0b55deea0468dd5338c7695b,2020,2019,2019,行政复议机关,administrative_reconsideration,山西,数量,数量,1726,1726,number,,3,8,auto_extracted;year_inferred
fact_d5e0cd94dcdac65bec6aa25e,dataset_0aaf9ae653f5a15190a389b9,record_ad2dd27e0e7bc9b4f6ee8b5b,2020,2019,2019,行政复议机关,administrative_reconsideration,上海,数量,数量,14847,14847,number,,4,2,auto_extracted;year_inferred
fact_98af1a9f352487556fe35fa8,dataset_0aaf9ae653f5a15190a389b9,record_ad2dd27e0e7bc9b4f6ee8b5b,2020,2019,2019,行政复议机关,administrative_reconsideration,浙江,数量,数量,6859,6859,number,,4,4,auto_extracted;year_inferred
fact_b29672071c4a874513fd57c2,dataset_0aaf9ae653f5a15190a389b9,record_ad2dd27e0e7bc9b4f6ee8b5b,2020,2019,2019,行政复议机关,administrative_reconsideration,陕西,数量,数量,3652,3652,number,,4,6,auto_extracted;year_inferred
fact_858cc94b1adb3e0b62589348,dataset_0aaf9ae653f5a15190a389b9,record_ad2dd27e0e7bc9b4f6ee8b5b,2020,2019,2019,行政复议机关,administrative_reconsideration,海南,数量,数量,1609,1609,number,,4,8,auto_extracted;year_inferred
fact_642b981bdacc0b285da311d1,dataset_0aaf9ae653f5a15190a389b9,record_93c4507177f7a230129b28ca,2020,2019,2019,行政复议机关,administrative_reconsideration,辽宁,数量,数量,14665,14665,number,,5,2,auto_extracted;year_inferred
fact_01a45781e2257ed71eb76991,dataset_0aaf9ae653f5a15190a389b9,record_93c4507177f7a230129b28ca,2020,2019,2019,行政复议机关,administrative_reconsideration,河南,数量,数量,6829,6829,number,,5,4,auto_extracted;year_inferred
fact_224ccde059471b737abad8e1,dataset_0aaf9ae653f5a15190a389b9,record_93c4507177f7a230129b28ca,2020,2019,2019,行政复议机关,administrative_reconsideration,重庆,数量,数量,3596,3596,number,,5,6,auto_extracted;year_inferred
fact_be288ac3c148489ff138d963,dataset_0aaf9ae653f5a15190a389b9,record_93c4507177f7a230129b28ca,2020,2019,2019,行政复议机关,administrative_reconsideration,云南,数量,数量,1571,1571,number,,5,8,auto_extracted;year_inferred
fact_1e5d786804714bf7ef5357c6,dataset_0aaf9ae653f5a15190a389b9,record_35b155d67bf8225be8354399,2020,2019,2019,行政复议机关,administrative_reconsideration,山东,数量,数量,13723,13723,number,,6,2,auto_extracted;year_inferred
fact_b325ff96b65cdf8c32e02878,dataset_0aaf9ae653f5a15190a389b9,record_35b155d67bf8225be8354399,2020,2019,2019,行政复议机关,administrative_reconsideration,安徽,数量,数量,6185,6185,number,,6,4,auto_extracted;year_inferred
fact_9b0603e8d348c58d55cdcb09,dataset_0aaf9ae653f5a15190a389b9,record_35b155d67bf8225be8354399,2020,2019,2019,行政复议机关,administrative_reconsideration,贵州,数量,数量,3017,3017,number,,6,6,auto_extracted;year_inferred
fact_0197737243aff384ce179ee3,dataset_0aaf9ae653f5a15190a389b9,record_35b155d67bf8225be8354399,2020,2019,2019,行政复议机关,administrative_reconsideration,宁夏,数量,数量,555,555,number,,6,8,auto_extracted;year_inferred
fact_a486c969b3b0b3758f067f3f,dataset_0aaf9ae653f5a15190a389b9,record_fcf893e5047a17f42343972e,2020,2019,2019,行政复议机关,administrative_reconsideration,江苏,数量,数量,10309,10309,number,,7,2,auto_extracted;year_inferred
fact_aa5bd6ecbe2e771ac3e4038e,dataset_0aaf9ae653f5a15190a389b9,record_fcf893e5047a17f42343972e,2020,2019,2019,行政复议机关,administrative_reconsideration,福建,数量,数量,5284,5284,number,,7,4,auto_extracted;year_inferred
fact_09b421633364e867eb9a5a6a,dataset_0aaf9ae653f5a15190a389b9,record_fcf893e5047a17f42343972e,2020,2019,2019,行政复议机关,administrative_reconsideration,江西,数量,数量,2917,2917,number,,7,6,auto_extracted;year_inferred
fact_323474736e503c9db5f821a3,dataset_0aaf9ae653f5a15190a389b9,record_fcf893e5047a17f42343972e,2020,2019,2019,行政复议机关,administrative_reconsideration,青海,数量,数量,395,395,number,,7,8,auto_extracted;year_inferred
fact_ae8106a5b2ab5429d24f4d61,dataset_0aaf9ae653f5a15190a389b9,record_73fcb62e2d0522a3daf85400,2020,2019,2019,行政复议机关,administrative_reconsideration,北京,数量,数量,9298,9298,number,,8,2,auto_extracted;year_inferred
fact_e59fd1272331b2537d61123f,dataset_0aaf9ae653f5a15190a389b9,record_73fcb62e2d0522a3daf85400,2020,2019,2019,行政复议机关,administrative_reconsideration,湖南,数量,数量,4495,4495,number,,8,4,auto_extracted;year_inferred
fact_031c75f7ef6370154d27d555,dataset_0aaf9ae653f5a15190a389b9,record_73fcb62e2d0522a3daf85400,2020,2019,2019,行政复议机关,administrative_reconsideration,内蒙古,数量,数量,2203,2203,number,,8,6,auto_extracted;year_inferred
fact_b67b1a93d2e6b8437ce32557,dataset_0aaf9ae653f5a15190a389b9,record_73fcb62e2d0522a3daf85400,2020,2019,2019,行政复议机关,administrative_reconsideration,新疆,数量,数量,295,295,number,,8,8,auto_extracted;year_inferred
fact_f7c7317d2cd13de8ac64fb8e,dataset_0aaf9ae653f5a15190a389b9,record_e6b7a54370192c7e1a9109ff,2020,2019,2019,行政复议机关,administrative_reconsideration,吉林,数量,数量,7682,7682,number,,9,2,auto_extracted;year_inferred
fact_d5dde540f1e96d7f3a7d97bf,dataset_0aaf9ae653f5a15190a389b9,record_e6b7a54370192c7e1a9109ff,2020,2019,2019,行政复议机关,administrative_reconsideration,广西,数量,数量,4424,4424,number,,9,4,auto_extracted;year_inferred
fact_f7241fe1882dceed56dc2af1,dataset_0aaf9ae653f5a15190a389b9,record_e6b7a54370192c7e1a9109ff,2020,2019,2019,行政复议机关,administrative_reconsideration,甘肃,数量,数量,1992,1992,number,,9,6,auto_extracted;year_inferred
fact_065111cd08b847369d39a1d2,dataset_0aaf9ae653f5a15190a389b9,record_e6b7a54370192c7e1a9109ff,2020,2019,2019,行政复议机关,administrative_reconsideration,兵团,数量,数量,146,146,number,,9,8,auto_extracted;year_inferred
fact_a82ece8aa0135e6413402acc,dataset_0aaf9ae653f5a15190a389b9,record_82e6ef523ce820c098a19368,2020,2019,2019,行政复议机关,administrative_reconsideration,四川,数量,数量,7048,7048,number,,10,2,auto_extracted;year_inferred
fact_d69a973e0339e4c821b2ae8e,dataset_0aaf9ae653f5a15190a389b9,record_82e6ef523ce820c098a19368,2020,2019,2019,行政复议机关,administrative_reconsideration,湖北,数量,数量,3993,3993,number,,10,4,auto_extracted;year_inferred
fact_e8f8a2038620243ce7e77ef5,dataset_0aaf9ae653f5a15190a389b9,record_82e6ef523ce820c098a19368,2020,2019,2019,行政复议机关,administrative_reconsideration,天津,数量,数量,1832,1832,number,,10,6,auto_extracted;year_inferred
fact_87ac4b0351a7eae9272fa2e9,dataset_0aaf9ae653f5a15190a389b9,record_82e6ef523ce820c098a19368,2020,2019,2019,行政复议机关,administrative_reconsideration,西藏,数量,数量,42,42,number,,10,8,auto_extracted;year_inferred
fact_325a351b85e51dcc065e2973,dataset_0aaf9ae653f5a15190a389b9,record_2bc9e1ce376bf78710cdebde,2020,2019,2019,行政复议机关,administrative_reconsideration,总计,数量,数量,183489,183489,number,,11,2,auto_extracted;year_inferred
fact_961a2f206abea305353c67aa,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,息诉,息诉,6453,6453,number,件,6,2,auto_extracted
fact_13b8cf54859df23e13ddc584,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,提出再 审检察 建议,提出再 审检察 建议,7972,7972,number,件,6,3,auto_extracted
fact_d68c1f45c2da67569a4185e3,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,法院裁 定再审,法院裁 定再审,4583,4583,number,件,6,4,auto_extracted
fact_28b22c1fd192fa65aeb66d51,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,合计,采纳再审检察建议再审裁判结果/合计,3360,3360,number,件,6,5,auto_extracted
fact_f0d455bb928ab49e12be520b,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,改判,采纳再审检察建议再审裁判结果/改判,2629,2629,number,件,6,6,auto_extracted
fact_20f645cd5911967a4b2fd809,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,调解,采纳再审检察建议再审裁判结果/调解,153,153,number,件,6,7,auto_extracted
fact_81b236b1a08263bd182cf33f,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,发回重审,采纳再审检察建议再审裁判结果/发回重审,50,50,number,件,6,8,auto_extracted
fact_2282b52545683db4632fcf1c,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,和解撤诉,采纳再审检察建议再审裁判结果/和解撤诉,122,122,number,件,6,9,auto_extracted
fact_733d208c213fa2c799e3d2e8,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,维持原判,采纳再审检察建议再审裁判结果/维持原判,123,123,number,件,6,10,auto_extracted
fact_f6a325034bc03a34f0f835b9,dataset_9f58f87a82686fe26a067060,record_d2effe7acadfba5232f59c88,2020,2019,2019,人民检察院,civil_cases,民事案件,其他,采纳再审检察建议再审裁判结果/其他,283,283,number,件,6,11,auto_extracted
fact_074118f136133f24ef3d14de,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,息诉,息诉,851,851,number,件,7,2,auto_extracted
fact_00338c56e981ad90606409c2,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,提出再 审检察 建议,提出再 审检察 建议,83,83,number,件,7,3,auto_extracted
fact_50119faa8058ab6c7faecc95,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,法院裁 定再审,法院裁 定再审,39,39,number,件,7,4,auto_extracted
fact_44ff3e020f87ef7c5513be6c,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,合计,采纳再审检察建议再审裁判结果/合计,34,34,number,件,7,5,auto_extracted
fact_8f0338160d44f3089f223196,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,改判,采纳再审检察建议再审裁判结果/改判,22,22,number,件,7,6,auto_extracted
fact_4ad5e888dd12f1d572682a36,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,调解,采纳再审检察建议再审裁判结果/调解,5,5,number,件,7,7,auto_extracted
fact_dc603021a5ea60b6aad4948d,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,发回重审,采纳再审检察建议再审裁判结果/发回重审,2,2,number,件,7,8,auto_extracted
fact_a66bbb7c2868a898910c9056,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,和解撤诉,采纳再审检察建议再审裁判结果/和解撤诉,2,2,number,件,7,9,auto_extracted
fact_2afb203855430b1ad674c100,dataset_9f58f87a82686fe26a067060,record_4884664273fcea7e17e22a23,2020,2019,2019,人民检察院,civil_cases,行政案件,维持原判,采纳再审检察建议再审裁判结果/维持原判,0,0,number,件,7,10,auto_extracted
