record_id,dataset_id,source_row,row_label,row_data,search_text
record_60381fec4084a67893b2a960,dataset_e2b4eb7db4c0d04fd6a3e579,7,社会福利院,"{""指 标"":""社会福利院"",""机构(个)"":""1499"",""床位(万张)"":""36.8"",""收养人员(万人)"":""18.9"",""床位利用率(%)"":""51.4""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：社会福利院；机构(个)：1499；床位(万张)：36.8；收养人员(万人)：18.9；床位利用率(%)：51.4
record_389c29214c00139bc81ea005,dataset_e2b4eb7db4c0d04fd6a3e579,8,精神疾病服务机构,"{""指 标"":""精神疾病服务机构"",""机构(个)"":""145"",""床位(万张)"":""6.3"",""收养人员(万人)"":""5.4"",""床位利用率(%)"":""85.4""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：精神疾病服务机构；机构(个)：145；床位(万张)：6.3；收养人员(万人)：5.4；床位利用率(%)：85.4
record_b762931313f3458646d9e948,dataset_e2b4eb7db4c0d04fd6a3e579,9,社会福利医院,"{""指 标"":""社会福利医院"",""机构(个)"":""145"",""床位(万张)"":""6.3"",""收养人员(万人)"":""5.4"",""床位利用率(%)"":""85.4""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：社会福利医院；机构(个)：145；床位(万张)：6.3；收养人员(万人)：5.4；床位利用率(%)：85.4
record_835b15503e1c38ec3e207998,dataset_e2b4eb7db4c0d04fd6a3e579,10,儿童福利和救助机构,"{""指 标"":""儿童福利和救助机构"",""机构(个)"":""651"",""床位(万张)"":""9.7"",""收养人员(万人)"":""4.9"",""床位利用率(%)"":""50.7""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：儿童福利和救助机构；机构(个)：651；床位(万张)：9.7；收养人员(万人)：4.9；床位利用率(%)：50.7
record_cad8281eaf0c6bcd9b47d7ae,dataset_e2b4eb7db4c0d04fd6a3e579,11,儿童福利机构,"{""指 标"":""儿童福利机构"",""机构(个)"":""475"",""床位(万张)"":""8.9"",""收养人员(万人)"":""4.9"",""床位利用率(%)"":""54.7""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：儿童福利机构；机构(个)：475；床位(万张)：8.9；收养人员(万人)：4.9；床位利用率(%)：54.7
record_ba5a7c15db58047f7f9e03e9,dataset_e2b4eb7db4c0d04fd6a3e579,12,未成年人救助保护中心,"{""指 标"":""未成年人救助保护中心"",""机构(个)"":""176"",""床位(万张)"":""0.8"",""收养人员(万人)"":""-"",""床位利用率(%)"":""5.9""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：未成年人救助保护中心；机构(个)：176；床位(万张)：0.8；收养人员(万人)：-；床位利用率(%)：5.9
record_68ec50a7cb37ba6f90a1a3b8,dataset_e2b4eb7db4c0d04fd6a3e579,13,其他提供住宿机构,"{""指 标"":""其他提供住宿机构"",""机构(个)"":""1824"",""床位(万张)"":""12.7"",""收养人员(万人)"":""4.0"",""床位利用率(%)"":""31.5""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：其他提供住宿机构；机构(个)：1824；床位(万张)：12.7；收养人员(万人)：4.0；床位利用率(%)：31.5
record_29ac650cec269e09e9e52086,dataset_e2b4eb7db4c0d04fd6a3e579,14,生活无着人员救助管理站,"{""指 标"":""生活无着人员救助管理站"",""机构(个)"":""1534"",""床位(万张)"":""10.2"",""收养人员(万人)"":""2.5"",""床位利用率(%)"":""24.8""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：生活无着人员救助管理站；机构(个)：1534；床位(万张)：10.2；收养人员(万人)：2.5；床位利用率(%)：24.8
record_d7c4854ed4836ac41d30e6b4,dataset_e2b4eb7db4c0d04fd6a3e579,15,其他提供住宿的机构,"{""指 标"":""其他提供住宿的机构"",""机构(个)"":""290"",""床位(万张)"":""2.6"",""收养人员(万人)"":""1.5"",""床位利用率(%)"":""58.2""}",表5 提供住宿的民政服务机构情况统计表；统计期间：2018-2018；指 标：其他提供住宿的机构；机构(个)：290；床位(万张)：2.6；收养人员(万人)：1.5；床位利用率(%)：58.2
record_51ebdc4ac8a30ac46f052063,dataset_49a329328a4d9c1422ce93c7,3,数量,"{""事项"":""数量"",""行政 处罚"":""97001"",""政府 信息 公开"":""21583"",""举报 投诉 处理"":""20669"",""行政 征收"":""17391"",""行政 确认"":""10138"",""行政 强制 措施"":""10064"",""行政 不作 为"":""9886"",""行政 确权"":""8318"",""行政 许可"":""4414"",""其他"":""11594"",""合计"":""211058""}",表5 行政复议案件事项分类情况统计表(按数量降序排列)；统计期间：2018-2018；事项：数量；行政 处罚：97001；政府 信息 公开：21583；举报 投诉 处理：20669；行政 征收：17391；行政 确认：10138；行政 强制 措施：10064；行政 不作 为：9886；行政 确权：8318；行政 许可：4414；其他：11594；合计：211058
record_f14e35ad365bdfe2d14e54a8,dataset_49a329328a4d9c1422ce93c7,4,百分比,"{""事项"":""百分比"",""行政 处罚"":""45.96%"",""政府 信息 公开"":""10.23%"",""举报 投诉 处理"":""9.79%"",""行政 征收"":""8.24%"",""行政 确认"":""4.8%"",""行政 强制 措施"":""4.77%"",""行政 不作 为"":""4.68%"",""行政 确权"":""3.94%"",""行政 许可"":""2.09%"",""其他"":""5.49%"",""合计"":""100%""}",表5 行政复议案件事项分类情况统计表(按数量降序排列)；统计期间：2018-2018；事项：百分比；行政 处罚：45.96%；政府 信息 公开：10.23%；举报 投诉 处理：9.79%；行政 征收：8.24%；行政 确认：4.8%；行政 强制 措施：4.77%；行政 不作 为：4.68%；行政 确权：3.94%；行政 许可：2.09%；其他：5.49%；合计：100%
record_ea30c0cb6f6aa79cf47c02f2,dataset_533a0cef83a886051ccf96f6,5,合 计,"{""案件类别"":""合 计"",""受理"":""70028"",""提请 抗诉"":""7340"",""抗诉"":""4050"",""提出 再审 检察 建议"":""4177"",""抗诉案件再审情况/合计"":""2058"",""抗诉案件再审情况/改 判"":""975"",""抗诉案件再审情况/发回 重审"":""351"",""抗诉案件再审情况/调 解"":""148"",""抗诉案件再审情况/维持 原判"":""450"",""抗诉案件再审情况/其他"":""134""}",表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：合 计；受理：70028；提请 抗诉：7340；抗诉：4050；提出 再审 检察 建议：4177；抗诉案件再审情况/合计：2058；抗诉案件再审情况/改 判：975；抗诉案件再审情况/发回 重审：351；抗诉案件再审情况/调 解：148；抗诉案件再审情况/维持 原判：450；抗诉案件再审情况/其他：134
record_d21c16dd50118fba374e1ee4,dataset_533a0cef83a886051ccf96f6,6,民事案件,"{""案件类别"":""民事案件"",""受理"":""60593"",""提请 抗诉"":""7037"",""抗诉"":""3933"",""提出 再审 检察 建议"":""4087"",""抗诉案件再审情况/合计"":""1982"",""抗诉案件再审情况/改 判"":""956"",""抗诉案件再审情况/发回 重审"":""346"",""抗诉案件再审情况/调 解"":""147"",""抗诉案件再审情况/维持 原判"":""413"",""抗诉案件再审情况/其他"":""120""}",表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：民事案件；受理：60593；提请 抗诉：7037；抗诉：3933；提出 再审 检察 建议：4087；抗诉案件再审情况/合计：1982；抗诉案件再审情况/改 判：956；抗诉案件再审情况/发回 重审：346；抗诉案件再审情况/调 解：147；抗诉案件再审情况/维持 原判：413；抗诉案件再审情况/其他：120
record_6e1a145d7dd932709943332c,dataset_533a0cef83a886051ccf96f6,7,行政案件,"{""案件类别"":""行政案件"",""受理"":""9435"",""提请 抗诉"":""303"",""抗诉"":""117"",""提出 再审 检察 建议"":""90"",""抗诉案件再审情况/合计"":""76"",""抗诉案件再审情况/改 判"":""19"",""抗诉案件再审情况/发回 重审"":""5"",""抗诉案件再审情况/调 解"":""1"",""抗诉案件再审情况/维持 原判"":""37"",""抗诉案件再审情况/其他"":""14""}",表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：行政案件；受理：9435；提请 抗诉：303；抗诉：117；提出 再审 检察 建议：90；抗诉案件再审情况/合计：76；抗诉案件再审情况/改 判：19；抗诉案件再审情况/发回 重审：5；抗诉案件再审情况/调 解：1；抗诉案件再审情况/维持 原判：37；抗诉案件再审情况/其他：14
record_694e898a0724fc7c2694046c,dataset_533a0cef83a886051ccf96f6,9,指标解释:,"{""案件类别"":""指标解释:""}",表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：指标解释:
record_96d9db2ffc990286a38e5dfd,dataset_533a0cef83a886051ccf96f6,10,"1.提请抗诉:指本级人民检察院将本院有提请抗诉权的案件交下级人民检察院办理,下级人民检察院审","{""案件类别"":""1.提请抗诉:指本级人民检察院将本院有提请抗诉权的案件交下级人民检察院办理,下级人民检察院审""}","表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：1.提请抗诉:指本级人民检察院将本院有提请抗诉权的案件交下级人民检察院办理,下级人民检察院审"
record_5714f4addc1f99d0f10803b6,dataset_533a0cef83a886051ccf96f6,11,"查认为应当提请抗诉,建议上级人民检察院提请抗诉的案件。","{""案件类别"":""查认为应当提请抗诉,建议上级人民检察院提请抗诉的案件。""}","表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：查认为应当提请抗诉,建议上级人民检察院提请抗诉的案件。"
record_0b2f9c926cef07894a3370ee,dataset_533a0cef83a886051ccf96f6,12,2.抗诉:指本级人民检察院提出抗诉的案件。,"{""案件类别"":""2.抗诉:指本级人民检察院提出抗诉的案件。""}",表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：2.抗诉:指本级人民检察院提出抗诉的案件。
record_9ce9deefc099a2fd5737a045,dataset_533a0cef83a886051ccf96f6,13,"3.提出再审检察建议:指人民检察院办理的民事、行政申诉案件,不采取抗诉方式启动再审程序,而是","{""案件类别"":""3.提出再审检察建议:指人民检察院办理的民事、行政申诉案件,不采取抗诉方式启动再审程序,而是""}","表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：3.提出再审检察建议:指人民检察院办理的民事、行政申诉案件,不采取抗诉方式启动再审程序,而是"
record_74682054c8aa1975ceeb40ae,dataset_533a0cef83a886051ccf96f6,14,"向人民法院提出检察建议,由人民法院自行启动再审程序进行重新审理。","{""案件类别"":""向人民法院提出检察建议,由人民法院自行启动再审程序进行重新审理。""}","表6 2018年人民检察院办理民事、行政抗诉案件情况统计表；统计期间：2018-2018；案件类别：向人民法院提出检察建议,由人民法院自行启动再审程序进行重新审理。"
record_93362e17399d4990d0564258,dataset_0b6b3b8b79d7597c2c0db5fa,4,合 计,"{""案件类别"":""合 计"",""收 案"":""55255"",""结案"":""53222"",""未 结"":""6532""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：合 计；收 案：55255；结案：53222；未 结：6532
record_377e831caa7b2641cfb5bc49,dataset_0b6b3b8b79d7597c2c0db5fa,5,行政赔偿一审,"{""案件类别"":""行政赔偿一审"",""收 案"":""11568"",""结案"":""10756"",""未 结"":""2583""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：行政赔偿一审；收 案：11568；结案：10756；未 结：2583
record_806590b7b6f334b4d8fa4dc4,dataset_0b6b3b8b79d7597c2c0db5fa,6,行政赔偿二审,"{""案件类别"":""行政赔偿二审"",""收 案"":""6100"",""结案"":""5884"",""未 结"":""913""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：行政赔偿二审；收 案：6100；结案：5884；未 结：913
record_e5e1f61c0e544ecbe7785c6b,dataset_0b6b3b8b79d7597c2c0db5fa,7,行政赔偿依职权再审审查,"{""案件类别"":""行政赔偿依职权再审审查"",""收 案"":""2"",""未 结"":""2""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：行政赔偿依职权再审审查；收 案：2；未 结：2
record_fb65cfd5c0906d0c251115ec,dataset_0b6b3b8b79d7597c2c0db5fa,8,行政赔偿申请再审审查,"{""案件类别"":""行政赔偿申请再审审查"",""收 案"":""563"",""结案"":""575"",""未 结"":""75""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：行政赔偿申请再审审查；收 案：563；结案：575；未 结：75
record_d147b1d40c1ceab0ce837d0d,dataset_0b6b3b8b79d7597c2c0db5fa,9,行政赔偿抗诉再审审查,"{""案件类别"":""行政赔偿抗诉再审审查"",""收 案"":""2"",""结案"":""2""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：行政赔偿抗诉再审审查；收 案：2；结案：2
record_373b52bf6b5ef75595ae66b7,dataset_0b6b3b8b79d7597c2c0db5fa,10,行政赔偿再审,"{""案件类别"":""行政赔偿再审"",""收 案"":""46"",""结案"":""16"",""未 结"":""33""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：行政赔偿再审；收 案：46；结案：16；未 结：33
record_ab057404f35db73317ad6d8c,dataset_0b6b3b8b79d7597c2c0db5fa,11,其他行政赔偿,"{""案件类别"":""其他行政赔偿""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：其他行政赔偿
record_cc21211a501b2ce8ec9e65f6,dataset_0b6b3b8b79d7597c2c0db5fa,12,法院作为赔偿义务机关自赔,"{""案件类别"":""法院作为赔偿义务机关自赔"",""收 案"":""1886"",""结案"":""1752"",""未 结"":""365""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：法院作为赔偿义务机关自赔；收 案：1886；结案：1752；未 结：365
record_c9f3ab284a76d83de32ae947,dataset_0b6b3b8b79d7597c2c0db5fa,13,赔偿委员会审理赔偿,"{""案件类别"":""赔偿委员会审理赔偿"",""收 案"":""2428"",""结案"":""2394"",""未 结"":""514""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：赔偿委员会审理赔偿；收 案：2428；结案：2394；未 结：514
record_5dcb20f45cf549bff0eb146a,dataset_0b6b3b8b79d7597c2c0db5fa,14,司法赔偿监督审查,"{""案件类别"":""司法赔偿监督审查"",""收 案"":""1275"",""结案"":""1304"",""未 结"":""188""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：司法赔偿监督审查；收 案：1275；结案：1304；未 结：188
record_2380028684787cc366d97e38,dataset_0b6b3b8b79d7597c2c0db5fa,15,赔偿确认申诉审查,"{""案件类别"":""赔偿确认申诉审查"",""收 案"":""2"",""结案"":""2""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：赔偿确认申诉审查；收 案：2；结案：2
record_5027a18265e6ecda39718f55,dataset_0b6b3b8b79d7597c2c0db5fa,16,司法赔偿监督上级法院赔偿委员会重审,"{""案件类别"":""司法赔偿监督上级法院赔偿委员会重审"",""收 案"":""57"",""结案"":""53"",""未 结"":""6""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：司法赔偿监督上级法院赔偿委员会重审；收 案：57；结案：53；未 结：6
record_865c3b006a05d5975a43b383,dataset_0b6b3b8b79d7597c2c0db5fa,17,司法赔偿监督本院赔偿委员会重审,"{""案件类别"":""司法赔偿监督本院赔偿委员会重审"",""收 案"":""68"",""结案"":""65"",""未 结"":""14""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：司法赔偿监督本院赔偿委员会重审；收 案：68；结案：65；未 结：14
record_bcf281dec80d24161b3c4e7d,dataset_0b6b3b8b79d7597c2c0db5fa,18,其他赔偿,"{""案件类别"":""其他赔偿"",""收 案"":""37"",""结案"":""35"",""未 结"":""6""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：其他赔偿；收 案：37；结案：35；未 结：6
record_4959ff0de8e4d852bd67a2b7,dataset_0b6b3b8b79d7597c2c0db5fa,19,司法救助,"{""案件类别"":""司法救助"",""收 案"":""31221"",""结案"":""30384"",""未 结"":""1833""}",表6 2018年全国法院审理国家赔偿与司法救助案件情况统计表；统计期间：2018-2018；案件类别：司法救助；收 案：31221；结案：30384；未 结：1833
record_725fc75d11e2f0be1a32847c,dataset_a49fbd51537c28f91558728e,4,孤儿,"{""指 标"":""孤儿"",""单位"":""万人"",""2018 年"":""30.5"",""2017 年"":""41.0"",""比上年增长(%)"":""-25.6""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：孤儿；单位：万人；2018 年：30.5；2017 年：41.0；比上年增长(%)：-25.6
record_7fa091b618b90199c892f7b0,dataset_a49fbd51537c28f91558728e,5,集中养育孤儿,"{""指 标"":""集中养育孤儿"",""单位"":""万人"",""2018 年"":""7.0"",""2017 年"":""8.6"",""比上年增长(%)"":""-18.9""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：集中养育孤儿；单位：万人；2018 年：7.0；2017 年：8.6；比上年增长(%)：-18.9
record_3986d78aa435941e215d55ae,dataset_a49fbd51537c28f91558728e,6,社会散居孤儿,"{""指 标"":""社会散居孤儿"",""单位"":""万人"",""2018 年"":""23.5"",""2017 年"":""32.4"",""比上年增长(%)"":""-27.3""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：社会散居孤儿；单位：万人；2018 年：23.5；2017 年：32.4；比上年增长(%)：-27.3
record_0fdb523832684b050505d952,dataset_a49fbd51537c28f91558728e,7,收养登记,"{""指 标"":""收养登记"",""单位"":""万人"",""2018 年"":""1.6"",""2017 年"":""1.9"",""比上年增长(%)"":""-13.6""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：收养登记；单位：万人；2018 年：1.6；2017 年：1.9；比上年增长(%)：-13.6
record_0e7449d9b462090930ff13a8,dataset_a49fbd51537c28f91558728e,8,国内收养,"{""指 标"":""国内收养"",""单位"":""万人"",""2018 年"":""1.5"",""2017 年"":""1.7"",""比上年增长(%)"":""-12.1""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：国内收养；单位：万人；2018 年：1.5；2017 年：1.7；比上年增长(%)：-12.1
record_63062e39c1fb74c43fd2b00e,dataset_a49fbd51537c28f91558728e,9,国外收养,"{""指 标"":""国外收养"",""单位"":""万人"",""2018 年"":""0.2"",""2017 年"":""0.2"",""比上年增长(%)"":""-24.4""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：国外收养；单位：万人；2018 年：0.2；2017 年：0.2；比上年增长(%)：-24.4
record_95fa0cec3b82e4196268f478,dataset_a49fbd51537c28f91558728e,10,收养性机构收留抚养,"{""指 标"":""收养性机构收留抚养"",""单位"":""万人"",""2018 年"":""8.2"",""2017 年"":""10.6"",""比上年增长(%)"":""-23.0""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：收养性机构收留抚养；单位：万人；2018 年：8.2；2017 年：10.6；比上年增长(%)：-23.0
record_216545205401cca65f2d9741,dataset_a49fbd51537c28f91558728e,11,儿童福利机构收留抚养,"{""指 标"":""儿童福利机构收留抚养"",""单位"":""万人"",""2018 年"":""4.9"",""2017 年"":""5.9"",""比上年增长(%)"":""-16.2""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：儿童福利机构收留抚养；单位：万人；2018 年：4.9；2017 年：5.9；比上年增长(%)：-16.2
record_c3eb9a44950d9bf99a10fd56,dataset_a49fbd51537c28f91558728e,12,家庭寄养儿童,"{""指 标"":""家庭寄养儿童"",""单位"":""万人"",""2018 年"":""1.1"",""2017 年"":""1.3"",""比上年增长(%)"":""-18.9""}",表6 孤儿和收养登记情况统计表；统计期间：2018-2018；指 标：家庭寄养儿童；单位：万人；2018 年：1.1；2017 年：1.3；比上年增长(%)：-18.9
record_26470c0b78b57fb3db85ec13,dataset_511d56f332a5b5366fab2f30,3,数量,"{""领域"":""数量"",""公安"":""85644"",""土地"":""21634"",""房屋征 补(拆迁)"":""17335"",""食品 药品"":""13936"",""劳动和 社会保障"":""12547"",""城乡 规划"":""8620"",""工商"":""7931"",""其他"":""43411"",""总计"":""211058""}",表6 行政复议案件涉及的领域情况统计表(按数量降序排列)；统计期间：2018-2018；领域：数量；公安：85644；土地：21634；房屋征 补(拆迁)：17335；食品 药品：13936；劳动和 社会保障：12547；城乡 规划：8620；工商：7931；其他：43411；总计：211058
record_fff5b5f0b2c803b47355821a,dataset_511d56f332a5b5366fab2f30,4,百分比,"{""领域"":""百分比"",""公安"":""40.58%"",""土地"":""10.25?"",""房屋征 补(拆迁)"":""8.21?"",""食品 药品"":""6.6%"",""劳动和 社会保障"":""5.94%"",""城乡 规划"":""4.08%"",""工商"":""3.76%"",""其他"":""20.57%"",""总计"":""100%""}",表6 行政复议案件涉及的领域情况统计表(按数量降序排列)；统计期间：2018-2018；领域：百分比；公安：40.58%；土地：10.25?；房屋征 补(拆迁)：8.21?；食品 药品：6.6%；劳动和 社会保障：5.94%；城乡 规划：4.08%；工商：3.76%；其他：20.57%；总计：100%
record_00179c9518d90555b8dd31e2,dataset_bf22e5b5652536981e06b029,4,合 计,"{""项 目"":""合 计"",""书面提出纠正/件 次"":""114989"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""99865"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：合 计；书面提出纠正/件 次：114989；书面提出纠正/人次：-；已 纠 正/件次：99865；已 纠 正/人次：-
record_f3bd56b12d0a3e447c25bb43,dataset_bf22e5b5652536981e06b029,5,立案监督小计,"{""项 目"":""立案监督小计"",""书面提出纠正/件 次"":""46588"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""40600"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：立案监督小计；书面提出纠正/件 次：46588；书面提出纠正/人次：-；已 纠 正/件次：40600；已 纠 正/人次：-
record_223218f78b15cb09b3bdb16a,dataset_bf22e5b5652536981e06b029,6,监督立案,"{""项 目"":""监督立案"",""书面提出纠正/件 次"":""26866"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""22215"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：监督立案；书面提出纠正/件 次：26866；书面提出纠正/人次：-；已 纠 正/件次：22215；已 纠 正/人次：-
record_5bcf27adf017d113110f39e3,dataset_bf22e5b5652536981e06b029,7,监督撤案,"{""项 目"":""监督撤案"",""书面提出纠正/件 次"":""19722"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""18385"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：监督撤案；书面提出纠正/件 次：19722；书面提出纠正/人次：-；已 纠 正/件次：18385；已 纠 正/人次：-
record_e290c4305ab250fdc4a52dc7,dataset_bf22e5b5652536981e06b029,8,侦查监督小计,"{""项 目"":""侦查监督小计"",""书面提出纠正/件 次"":""58744"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""50455"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：侦查监督小计；书面提出纠正/件 次：58744；书面提出纠正/人次：-；已 纠 正/件次：50455；已 纠 正/人次：-
record_6a4c6907040e979e815b14db,dataset_bf22e5b5652536981e06b029,9,审查批捕环节,"{""项 目"":""审查批捕环节"",""书面提出纠正/件 次"":""34652"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""30834"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：审查批捕环节；书面提出纠正/件 次：34652；书面提出纠正/人次：-；已 纠 正/件次：30834；已 纠 正/人次：-
record_a97708fae35ee90dbb90b7e2,dataset_bf22e5b5652536981e06b029,10,审查起诉环节,"{""项 目"":""审查起诉环节"",""书面提出纠正/件 次"":""24092"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""19621"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：审查起诉环节；书面提出纠正/件 次：24092；书面提出纠正/人次：-；已 纠 正/件次：19621；已 纠 正/人次：-
record_e5753dcc2a5cad72c36bb809,dataset_bf22e5b5652536981e06b029,11,刑事审判监督,"{""项 目"":""刑事审判监督"",""书面提出纠正/件 次"":""9657"",""书面提出纠正/人次"":""-"",""已 纠 正/件次"":""8810"",""已 纠 正/人次"":""-""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：刑事审判监督；书面提出纠正/件 次：9657；书面提出纠正/人次：-；已 纠 正/件次：8810；已 纠 正/人次：-
record_5d88711cb5dce89b4ff4d12a,dataset_bf22e5b5652536981e06b029,12,刑罚执行监督小计,"{""项 目"":""刑罚执行监督小计"",""书面提出纠正/件 次"":""-"",""书面提出纠正/人次"":""113146"",""已 纠 正/件次"":""-"",""已 纠 正/人次"":""108605""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：刑罚执行监督小计；书面提出纠正/件 次：-；书面提出纠正/人次：113146；已 纠 正/件次：-；已 纠 正/人次：108605
record_b9085d5d604388ea59e9dfbe,dataset_bf22e5b5652536981e06b029,13,监管活动违法,"{""项 目"":""监管活动违法"",""书面提出纠正/件 次"":""-"",""书面提出纠正/人次"":""25509"",""已 纠 正/件次"":""-"",""已 纠 正/人次"":""25283""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：监管活动违法；书面提出纠正/件 次：-；书面提出纠正/人次：25509；已 纠 正/件次：-；已 纠 正/人次：25283
record_221a81f58b71996946f142c4,dataset_bf22e5b5652536981e06b029,14,超期羁押,"{""项 目"":""超期羁押"",""书面提出纠正/件 次"":""-"",""书面提出纠正/人次"":""1646"",""已 纠 正/件次"":""-"",""已 纠 正/人次"":""1471""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：超期羁押；书面提出纠正/件 次：-；书面提出纠正/人次：1646；已 纠 正/件次：-；已 纠 正/人次：1471
record_6ef3491c3da452d34aa598a3,dataset_bf22e5b5652536981e06b029,15,监外执行和社区矫正,"{""项 目"":""监外执行和社区矫正"",""书面提出纠正/件 次"":""-"",""书面提出纠正/人次"":""43661"",""已 纠 正/件次"":""-"",""已 纠 正/人次"":""42564""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：监外执行和社区矫正；书面提出纠正/件 次：-；书面提出纠正/人次：43661；已 纠 正/件次：-；已 纠 正/人次：42564
record_f5bb6ca97391a40049ba6247,dataset_bf22e5b5652536981e06b029,16,减刑假释暂予监外执行不当,"{""项 目"":""减刑假释暂予监外执行不当"",""书面提出纠正/件 次"":""-"",""书面提出纠正/人次"":""42330"",""已 纠 正/件次"":""-"",""已 纠 正/人次"":""39287""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：减刑假释暂予监外执行不当；书面提出纠正/件 次：-；书面提出纠正/人次：42330；已 纠 正/件次：-；已 纠 正/人次：39287
record_7f9807a96646e54d1995a5be,dataset_bf22e5b5652536981e06b029,18,指标解释:,"{""项 目"":""指标解释:""}",表7 2018年人民检察院纠正违法情况统计表；统计期间：2018-2018；项 目：指标解释:
