record_id,dataset_id,source_row,row_label,row_data,search_text
record_9dba485fa19bba552e3acbb2,dataset_4376afa4aa585288dc5452d4,9,抚养纠纷,"{""案件类别"":""抚养纠纷"",""收 案"":""125174"",""结案"":""125416"",""结案方式/判决"":""38071"",""结案方式/不予受理"":""111"",""结案方式/驳回起诉"":""1682"",""结案方式/撤诉"":""25557"",""结案方式/调解"":""58966"",""结案方式/其他"":""1029"",""未结"":""4487""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：抚养纠纷；收 案：125174；结案：125416；结案方式/判决：38071；结案方式/不予受理：111；结案方式/驳回起诉：1682；结案方式/撤诉：25557；结案方式/调解：58966；结案方式/其他：1029；未结：4487
record_a1fb88256c9b32c3db9b8170,dataset_4376afa4aa585288dc5452d4,10,扶养纠纷,"{""案件类别"":""扶养纠纷"",""收 案"":""3495"",""结案"":""3503"",""结案方式/判决"":""1248"",""结案方式/不予受理"":""3"",""结案方式/驳回起诉"":""86"",""结案方式/撤诉"":""950"",""结案方式/调解"":""1170"",""结案方式/其他"":""46"",""未结"":""182""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：扶养纠纷；收 案：3495；结案：3503；结案方式/判决：1248；结案方式/不予受理：3；结案方式/驳回起诉：86；结案方式/撤诉：950；结案方式/调解：1170；结案方式/其他：46；未结：182
record_979fa2a33761159be1946cf3,dataset_4376afa4aa585288dc5452d4,11,赡养纠纷,"{""案件类别"":""赡养纠纷"",""收 案"":""26184"",""结案"":""26394"",""结案方式/判决"":""9914"",""结案方式/不予受理"":""19"",""结案方式/驳回起诉"":""382"",""结案方式/撤诉"":""7680"",""结案方式/调解"":""7904"",""结案方式/其他"":""495"",""未结"":""1013""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：赡养纠纷；收 案：26184；结案：26394；结案方式/判决：9914；结案方式/不予受理：19；结案方式/驳回起诉：382；结案方式/撤诉：7680；结案方式/调解：7904；结案方式/其他：495；未结：1013
record_87e165fe6d61b6886be19ffc,dataset_4376afa4aa585288dc5452d4,12,收养关系纠纷,"{""案件类别"":""收养关系纠纷"",""收 案"":""2391"",""结案"":""2410"",""结案方式/判决"":""835"",""结案方式/不予受理"":""6"",""结案方式/驳回起诉"":""50"",""结案方式/撤诉"":""442"",""结案方式/调解"":""1054"",""结案方式/其他"":""23"",""未结"":""107""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：收养关系纠纷；收 案：2391；结案：2410；结案方式/判决：835；结案方式/不予受理：6；结案方式/驳回起诉：50；结案方式/撤诉：442；结案方式/调解：1054；结案方式/其他：23；未结：107
record_ee9e2c8e9718100d8a34db49,dataset_4376afa4aa585288dc5452d4,13,监护权纠纷,"{""案件类别"":""监护权纠纷"",""收 案"":""1484"",""结案"":""1469"",""结案方式/判决"":""257"",""结案方式/不予受理"":""7"",""结案方式/驳回起诉"":""46"",""结案方式/撤诉"":""760"",""结案方式/调解"":""383"",""结案方式/其他"":""16"",""未结"":""82""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：监护权纠纷；收 案：1484；结案：1469；结案方式/判决：257；结案方式/不予受理：7；结案方式/驳回起诉：46；结案方式/撤诉：760；结案方式/调解：383；结案方式/其他：16；未结：82
record_2b1669f1f4f4f6332e352f57,dataset_4376afa4aa585288dc5452d4,14,探望权纠纷,"{""案件类别"":""探望权纠纷"",""收 案"":""6388"",""结案"":""6407"",""结案方式/判决"":""2232"",""结案方式/不予受理"":""13"",""结案方式/驳回起诉"":""62"",""结案方式/撤诉"":""1461"",""结案方式/调解"":""2534"",""结案方式/其他"":""105"",""未结"":""276""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：探望权纠纷；收 案：6388；结案：6407；结案方式/判决：2232；结案方式/不予受理：13；结案方式/驳回起诉：62；结案方式/撤诉：1461；结案方式/调解：2534；结案方式/其他：105；未结：276
record_3a996faef28c3c96829755b4,dataset_4376afa4aa585288dc5452d4,15,其他婚姻家庭纠纷,"{""案件类别"":""其他婚姻家庭纠纷"",""收 案"":""148566"",""结案"":""149034"",""结案方式/判决"":""50858"",""结案方式/不予受理"":""349"",""结案方式/驳回起诉"":""2815"",""结案方式/撤诉"":""35560"",""结案方式/调解"":""57588"",""结案方式/其他"":""1864"",""未结"":""11212""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：其他婚姻家庭纠纷；收 案：148566；结案：149034；结案方式/判决：50858；结案方式/不予受理：349；结案方式/驳回起诉：2815；结案方式/撤诉：35560；结案方式/调解：57588；结案方式/其他：1864；未结：11212
record_6287446c6a8b4d858ccedecb,dataset_4376afa4aa585288dc5452d4,16,继承纠纷小计,"{""案件类别"":""继承纠纷小计"",""收 案"":""143580"",""结案"":""144826"",""结案方式/判决"":""30349"",""结案方式/不予受理"":""136"",""结案方式/驳回起诉"":""2740"",""结案方式/撤诉"":""20607"",""结案方式/调解"":""90190"",""结案方式/其他"":""804"",""未结"":""14371""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：继承纠纷小计；收 案：143580；结案：144826；结案方式/判决：30349；结案方式/不予受理：136；结案方式/驳回起诉：2740；结案方式/撤诉：20607；结案方式/调解：90190；结案方式/其他：804；未结：14371
record_36c3f1f947d0735115864824,dataset_4376afa4aa585288dc5452d4,17,法定继承纠纷,"{""案件类别"":""法定继承纠纷"",""收 案"":""67384"",""结案"":""67737"",""结案方式/判决"":""8558"",""结案方式/不予受理"":""59"",""结案方式/驳回起诉"":""723"",""结案方式/撤诉"":""8027"",""结案方式/调解"":""50110"",""结案方式/其他"":""260"",""未结"":""4854""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：法定继承纠纷；收 案：67384；结案：67737；结案方式/判决：8558；结案方式/不予受理：59；结案方式/驳回起诉：723；结案方式/撤诉：8027；结案方式/调解：50110；结案方式/其他：260；未结：4854
record_be1a785195e103980b963e0c,dataset_4376afa4aa585288dc5452d4,18,遗嘱继承纠纷,"{""案件类别"":""遗嘱继承纠纷"",""收 案"":""6872"",""结案"":""7042"",""结案方式/判决"":""2742"",""结案方式/不予受理"":""8"",""结案方式/驳回起诉"":""152"",""结案方式/撤诉"":""1374"",""结案方式/调解"":""2711"",""结案方式/其他"":""55"",""未结"":""1291""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：遗嘱继承纠纷；收 案：6872；结案：7042；结案方式/判决：2742；结案方式/不予受理：8；结案方式/驳回起诉：152；结案方式/撤诉：1374；结案方式/调解：2711；结案方式/其他：55；未结：1291
record_2ab3b5e7379ce081f6d23740,dataset_4376afa4aa585288dc5452d4,19,其他继承纠纷,"{""案件类别"":""其他继承纠纷"",""收 案"":""69324"",""结案"":""70047"",""结案方式/判决"":""19049"",""结案方式/不予受理"":""69"",""结案方式/驳回起诉"":""1865"",""结案方式/撤诉"":""11206"",""结案方式/调解"":""37369"",""结案方式/其他"":""489"",""未结"":""8226""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：其他继承纠纷；收 案：69324；结案：70047；结案方式/判决：19049；结案方式/不予受理：69；结案方式/驳回起诉：1865；结案方式/撤诉：11206；结案方式/调解：37369；结案方式/其他：489；未结：8226
record_5f3766138e7b0079fc2289be,dataset_4376afa4aa585288dc5452d4,20,其他婚姻家庭、 继承纠纷,"{""案件类别"":""其他婚姻家庭、 继承纠纷"",""收 案"":""1250"",""结案"":""1323"",""结案方式/判决"":""435"",""结案方式/不予受理"":""5"",""结案方式/驳回起诉"":""18"",""结案方式/撤诉"":""230"",""结案方式/调解"":""623"",""结案方式/其他"":""12"",""未结"":""115""}",表15 2019年全国法院审理婚姻家庭、继承一审案件情况统计表；统计期间：2019-2019；案件类别：其他婚姻家庭、 继承纠纷；收 案：1250；结案：1323；结案方式/判决：435；结案方式/不予受理：5；结案方式/驳回起诉：18；结案方式/撤诉：230；结案方式/调解：623；结案方式/其他：12；未结：115
record_04fc3553fca9171c29199532,dataset_a9c71edf3964d316d0159bac,4,婚姻登记机构,"{""指 标"":""婚姻登记机构"",""单位"":""个"",""2019 年"":""1068"",""2018 年"":""1114"",""比上年增长(%)"":""-4.1""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：婚姻登记机构；单位：个；2019 年：1068；2018 年：1114；比上年增长(%)：-4.1
record_99c94b592bd7bca5d35e95da,dataset_a9c71edf3964d316d0159bac,5,办理婚姻登记业务的场所,"{""指 标"":""办理婚姻登记业务的场所"",""单位"":""处"",""2019 年"":""5594"",""2018 年"":""4649"",""比上年增长(%)"":""20.3""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：办理婚姻登记业务的场所；单位：处；2019 年：5594；2018 年：4649；比上年增长(%)：20.3
record_0db94b6f8659b00d4fe9c437,dataset_a9c71edf3964d316d0159bac,6,职工人数,"{""指 标"":""职工人数"",""单位"":""人"",""2019 年"":""6828"",""2018 年"":""7264"",""比上年增长(%)"":""-6.0""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：职工人数；单位：人；2019 年：6828；2018 年：7264；比上年增长(%)：-6.0
record_cbe364a2a5db4ba2fa1e275a,dataset_a9c71edf3964d316d0159bac,7,固定资产原价,"{""指 标"":""固定资产原价"",""单位"":""亿元"",""2019 年"":""4.2"",""2018 年"":""2.3"",""比上年增长(%)"":""80.1""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：固定资产原价；单位：亿元；2019 年：4.2；2018 年：2.3；比上年增长(%)：80.1
record_9c7cacd7d47300a429f4b230,dataset_a9c71edf3964d316d0159bac,8,结婚登记,"{""指 标"":""结婚登记"",""单位"":""万对"",""2019 年"":""927.3"",""2018 年"":""1013.9"",""比上年增长(%)"":""-8.5""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：结婚登记；单位：万对；2019 年：927.3；2018 年：1013.9；比上年增长(%)：-8.5
record_bf3e640e4df042a60ad771e9,dataset_a9c71edf3964d316d0159bac,9,#涉外及港澳台,"{""指 标"":""#涉外及港澳台"",""单位"":""万对"",""2019 年"":""4.9"",""2018 年"":""4.8"",""比上年增长(%)"":""2.1""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：#涉外及港澳台；单位：万对；2019 年：4.9；2018 年：4.8；比上年增长(%)：2.1
record_d7f8ca362fa86dc92a1d8ccb,dataset_a9c71edf3964d316d0159bac,10,结婚率,"{""指 标"":""结婚率"",""单位"":""‰"",""2019 年"":""6.6"",""2018 年"":""7.3"",""比上年增长(%)"":""-0.7(千分点)""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：结婚率；单位：‰；2019 年：6.6；2018 年：7.3；比上年增长(%)：-0.7(千分点)
record_634428b1760f03c39c4324de,dataset_a9c71edf3964d316d0159bac,11,离婚登记,"{""指 标"":""离婚登记"",""单位"":""万对"",""2019 年"":""470.1"",""2018 年"":""446.1"",""比上年增长(%)"":""5.4""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：离婚登记；单位：万对；2019 年：470.1；2018 年：446.1；比上年增长(%)：5.4
record_ba58e58eae57ad82f0b7cfcb,dataset_a9c71edf3964d316d0159bac,12,民政部门办理离婚,"{""指 标"":""民政部门办理离婚"",""单位"":""万对"",""2019 年"":""404.7"",""2018 年"":""381.2"",""比上年增长(%)"":""6.2""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：民政部门办理离婚；单位：万对；2019 年：404.7；2018 年：381.2；比上年增长(%)：6.2
record_3e1013b2692084a6a856e146,dataset_a9c71edf3964d316d0159bac,13,法院判决、调解离婚,"{""指 标"":""法院判决、调解离婚"",""单位"":""万对"",""2019 年"":""65.3"",""2018 年"":""64.9"",""比上年增长(%)"":""0.7""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：法院判决、调解离婚；单位：万对；2019 年：65.3；2018 年：64.9；比上年增长(%)：0.7
record_fe2a0c41f3f8dea58d820c3a,dataset_a9c71edf3964d316d0159bac,14,离婚率,"{""指 标"":""离婚率"",""单位"":""‰"",""2019 年"":""3.4"",""2018 年"":""3.2"",""比上年增长(%)"":""0.2(千分点)""}",表15 婚姻服务情况统计表；统计期间：2019-2019；指 标：离婚率；单位：‰；2019 年：3.4；2018 年：3.2；比上年增长(%)：0.2(千分点)
